WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,SURF_PRESSURE_DIFF,AVG_TEMP,WD_cos,RH_lag1,MONOSOON_SEASON_Southwest_Monsoon,MAX_TEMP,SL_PRESSURE_lag1,CLOUD_COVER,WS10M,XGB_LSTM_random
6.35,88.72,24.84,4.29,-0.8571673007,0.0600000000000022,27.5,-0.5150380749,89.89,1,27.29,1008.1,6.0,6.45,5.893697101730275
6.45,88.71,24.55,3.1,-0.9602936857,-0.0900000000000034,28.8,-0.278991106,88.72,1,27.56,1008.1,5.0,5.32,5.855093864351272
5.32,89.31,24.64,4.68,-0.9739759673,-0.0699999999999931,28.8,-0.2266513074,88.71,1,27.26,1007.1,7.0,5.78,5.655529067962838
5.78,88.02,24.63,3.49,-0.9884938868,0.0600000000000022,28.9,-0.1512608202,89.31,1,27.21,1006.3,7.0,5.57,6.244174631926894
5.57,88.38,24.66,5.23,-0.9939609555,0.0999999999999943,28.1,-0.1097343111,88.02,1,27.07,1007.1,7.0,6.46,5.89242801049459
6.46,89.86,24.62,5.09,-0.9916711624,-0.0100000000000051,28.3,-0.1287955966,88.38,1,26.65,1008.1,6.0,6.11,6.071586599601507
6.11,90.48,24.36,7.69,-0.9826127965,-0.0499999999999971,27.8,-0.1856666154,89.86,1,26.33,1008.3,7.0,6.09,6.145617804434508
6.09,90.43,24.23,7.74,-0.9964928592,-0.019999999999996,27.8,-0.08367784333,90.48,1,26.33,1007.7,6.0,5.45,5.844376265554428
5.45,89.58,23.98,2.98,-0.9998476952,0.0600000000000022,28.0,-0.01745240644,90.43,1,26.59,1007.2,5.0,4.78,4.974066048598766
4.78,89.26,24.01,0.65,-0.9907478405,0.0300000000000011,28.2,-0.1357155724,89.58,1,27.05,1008.0,4.0,4.69,4.669234836712837
4.69,89.33,24.22,0.85,-0.9890158634,0.0099999999999909,28.3,-0.1478094111,89.26,1,26.95,1008.6,5.0,4.71,4.792254692718744
4.71,88.81,24.46,0.82,-0.959805292,-0.0600000000000022,28.5,-0.2806667089,89.33,1,27.3,1008.8,7.0,4.98,5.093974991586804
4.98,89.33,24.93,3.58,-0.9225380895,-0.0099999999999909,28.4,-0.3859060423,88.81,1,27.53,1008.0,6.0,6.07,5.31267032107687
6.07,88.14,24.78,4.67,-0.9310558159,0.0900000000000034,28.9,-0.3648767843,89.33,1,27.04,1008.1,6.0,6.33,5.999209255663157
6.33,90.66,24.46,5.93,-0.8181497174,0.0099999999999909,27.9,-0.575005252,88.14,1,26.98,1009.2,7.0,5.29,5.626678314716744
5.29,90.82,24.62,11.48,-0.905568799,-0.0499999999999971,26.4,-0.4241994227,90.66,1,26.76,1008.9,7.0,5.35,5.888976907717824
5.35,88.67,24.45,2.73,-0.9384930228,-0.0400000000000062,27.4,-0.345298199,90.82,1,27.23,1008.3,6.0,5.5,5.155793325541019
5.5,90.41,24.75,2.16,-0.9310558159,0.0500000000000113,27.6,-0.3648767843,88.67,1,27.07,1008.0,7.0,4.85,5.259863126716733
4.85,88.71,24.36,4.0,-0.9970527522,-0.0900000000000034,27.9,-0.07671902813,90.41,1,27.33,1008.8,7.0,5.36,5.187730944237519
5.36,89.24,24.56,13.55,-0.9857034691,-0.0300000000000011,26.7,-0.1684893796,88.71,1,26.57,1007.7,7.0,6.09,5.874110313190222
6.09,89.48,24.44,9.47,-0.9252097184,0.0900000000000034,25.5,-0.3794561595,89.24,1,26.65,1007.4,8.0,5.18,5.571908630601263
5.18,89.82,24.43,12.31,-0.796529918,0.0999999999999943,26.1,-0.6045991149,89.48,1,26.97,1009.0,7.0,5.11,5.129930885662651
5.11,89.41,24.36,15.26,-0.8633955506,0.0499999999999971,27.0,-0.5045276238,89.82,1,26.77,1009.5,7.0,5.03,5.215934598643303
5.03,88.84,24.24,13.39,-0.8069603121,-0.0999999999999943,26.2,-0.5906056676,89.41,1,27.38,1009.4,6.0,4.34,4.879432178999758
4.34,88.53,24.42,6.44,-0.8100416404,0.0499999999999971,26.6,-0.5863723567,88.84,1,27.49,1008.8,3.0,3.87,4.381805009698391
3.87,88.68,24.34,1.69,-0.9677091705,0.1500000000000056,27.7,-0.2520693582,88.53,1,27.56,1009.5,5.0,4.65,4.250825073353812
4.65,90.54,25.06,0.99,-0.9980267284,-0.0200000000000102,28.4,-0.06279051953,88.68,1,26.69,1010.7,6.0,5.52,5.3947760565907
5.52,87.94,24.88,0.32,-0.9626917464,-0.1299999999999954,28.6,-0.270600446,90.54,1,27.33,1009.9,5.0,6.07,6.031333237604738
6.07,89.91,24.7,0.52,-0.9342044743,-0.1299999999999954,28.6,-0.3567379993,87.94,1,27.58,1008.9,3.0,5.68,5.818293347569465
5.68,88.31,24.51,1.52,-0.9372819895,0.039999999999992,28.1,-0.3485720473,89.91,1,27.82,1008.3,3.0,5.48,5.29219699818964
5.48,88.24,24.55,4.87,-0.9876883406,0.0600000000000022,27.1,-0.156434465,88.31,1,27.29,1008.5,6.0,6.08,5.337350902584195
6.08,88.21,24.71,2.45,-0.9970527522,0.019999999999996,27.4,-0.07671902813,88.24,1,27.37,1008.9,6.0,5.17,5.66381679284482
5.17,89.97,24.47,10.87,-0.9960410654,-0.0299999999999869,27.8,-0.08889429687,88.21,1,26.1,1008.8,7.0,6.84,6.229324199640512
6.84,89.32,24.33,10.5,-0.9990482216,0.0099999999999909,27.6,-0.04361938737,89.97,1,26.44,1009.3,7.0,7.36,6.936590622419834
7.36,88.56,24.18,1.27,-0.9973144772,-0.019999999999996,27.8,-0.07323819713,89.32,1,26.71,1008.9,6.0,6.61,6.668237807022607
6.61,88.67,24.07,0.4,-0.9921147013,0.039999999999992,27.9,-0.1253332336,88.56,1,26.98,1008.8,5.0,6.08,5.85221534507513
6.08,90.03,24.17,0.58,-0.9895257891,-0.019999999999996,27.9,-0.144356201,88.67,1,26.83,1009.4,6.0,5.89,5.717277218959379
5.89,90.55,24.23,1.1,-0.9979156183,-0.0300000000000011,27.6,-0.06453230825,90.03,1,26.21,1009.2,6.0,5.67,5.626468510797023
5.67,91.22,24.25,1.16,-0.9945218954,-0.0300000000000011,27.4,-0.1045284633,90.55,1,26.47,1008.9,7.0,5.19,5.461478033013344
5.19,90.7,24.3,0.49,-0.9816271834,0.0100000000000051,27.1,-0.1908089954,91.22,1,26.94,1009.0,7.0,5.55,4.930327800788641
5.55,90.14,24.33,1.23,-0.9826127965,-0.0699999999999931,27.8,-0.1856666154,90.7,1,26.95,1008.9,6.0,5.65,5.302460730555296
5.65,91.18,24.43,0.86,-0.9636304532,-0.0800000000000125,28.1,-0.2672383761,90.14,1,26.55,1007.9,7.0,5.48,5.751708440727758
5.48,90.58,24.29,0.68,-0.9759167619,0.0400000000000062,27.9,-0.2181432414,91.18,1,27.09,1007.3,6.0,5.21,5.131531592263507
5.21,90.49,24.0,0.53,-0.9121201162,0.1400000000000005,28.1,-0.4099230338,90.58,1,27.15,1007.5,6.0,4.58,4.6852349668027875
4.58,88.68,24.06,0.39,-0.7760464071,0.0,27.9,-0.6306758074,90.49,1,27.42,1008.9,4.0,5.11,4.703158393872738
5.11,87.39,24.0,0.12,-0.7241718614,0.0699999999999931,28.7,-0.6896195437,88.68,1,27.64,1009.1,4.0,4.98,4.939390268099338
4.98,87.71,24.21,0.78,-0.7489557208,0.0600000000000022,28.0,-0.6626200482,87.39,1,27.1,1009.8,5.0,4.82,5.173171904168248
4.82,87.01,24.17,1.01,-0.7954734809,-0.0099999999999909,28.0,-0.6059884003,87.71,1,27.99,1010.0,4.0,5.24,4.7923158684225085
5.24,86.08,24.46,0.49,-0.8917975296,-0.0300000000000011,28.5,-0.4524347093,87.01,1,27.88,1010.0,4.0,5.22,5.34595246007213
5.22,86.65,24.65,2.43,-0.9238795325,-0.0900000000000034,27.9,-0.3826834324,86.08,1,27.49,1009.6,4.0,5.44,5.437603984735495
5.44,87.95,24.92,1.32,-0.956304756,-0.019999999999996,28.4,-0.2923717047,86.65,1,27.68,1009.2,5.0,5.14,5.480426527962219
5.14,86.06,24.68,0.13,-0.906307787,0.0099999999999909,28.4,-0.4226182617,87.95,1,27.97,1009.1,5.0,5.03,5.131843056475795
5.03,85.67,24.48,0.13,-0.9547607995,0.0,28.6,-0.2973748741,86.06,1,28.18,1009.2,4.0,5.6,5.253082097004675
5.6,86.45,24.91,0.22,-0.9747611942,-0.0899999999999892,28.6,-0.223250116,85.67,1,28.07,1008.6,5.0,5.34,5.461642059222841
5.34,87.57,24.68,0.42,-0.988756381,-0.0100000000000051,28.6,-0.1495353434,86.45,1,27.8,1007.8,7.0,5.54,5.351378955953336
5.54,88.19,24.7,5.28,-0.9552783621,-0.0100000000000051,28.5,-0.29570805,87.57,1,27.87,1007.6,6.0,4.89,5.351916290489196
4.89,90.35,24.87,6.78,-0.9460853588,0.0799999999999983,28.6,-0.3239174182,88.19,1,27.07,1007.5,6.0,4.43,4.908673656634807
4.43,87.82,24.52,6.68,-0.9998766325,0.0300000000000011,28.4,-0.01570731731,90.35,1,28.48,1008.5,6.0,3.42,3.821625582622242
3.42,89.21,24.74,7.07,-0.9961946981,-0.0799999999999983,27.9,-0.08715574275,87.82,1,27.74,1008.2,6.0,3.2,3.641245536210537
3.2,88.21,24.64,3.02,-0.544639035,-0.039999999999992,28.9,-0.8386705679,89.21,1,28.08,1007.3,5.0,3.97,3.676659214514446
3.97,89.78,24.51,6.19,-0.5402403205,0.0999999999999943,28.0,-0.8415107819,88.21,1,26.9,1007.6,7.0,4.22,4.395063108754635
4.22,89.19,24.28,5.36,-0.4725507649,0.1800000000000068,27.6,-0.8813034521,89.78,1,27.02,1009.0,6.0,4.7,4.6122866148264405
4.7,87.86,24.28,3.55,-0.5120428649,0.0099999999999909,27.2,-0.8589598969,89.19,1,27.07,1010.6,7.0,5.12,4.644991374446392
5.12,85.45,23.99,1.44,-0.6401096995,0.0499999999999971,27.4,-0.7682835236,87.86,1,27.75,1011.1,4.0,4.7,4.6881317170549925
4.7,86.21,24.18,10.8,-0.8580649057,-0.0300000000000011,27.2,-0.5135412521,85.45,1,27.08,1010.9,8.0,5.25,5.0285014751091
5.25,85.95,24.2,14.58,-0.9443763702,-0.039999999999992,25.6,-0.3288666467,86.21,1,27.36,1011.0,8.0,5.59,5.493619690331936
5.59,86.59,24.64,21.83,-0.9992629164,-0.0300000000000011,26.1,-0.03838780909,85.95,1,26.76,1010.4,8.0,5.19,5.758774567973137
5.19,87.77,24.68,5.78,-0.9184463813,-0.0400000000000062,28.1,-0.3955455026,86.59,1,27.07,1009.7,6.0,6.45,5.8415944997992515
6.45,85.45,24.52,5.07,-0.9711342799,0.0300000000000011,27.6,-0.2385334576,87.77,1,27.16,1009.7,4.0,6.81,5.959101951110267
6.81,87.52,24.55,10.28,-0.9284858269,-0.1099999999999994,28.1,-0.3713678356,85.45,1,26.8,1010.0,5.0,6.3,6.607063442762279
6.3,86.96,24.78,21.03,-0.8517269341,-0.0499999999999971,27.5,-0.523985906,87.52,1,26.98,1008.4,7.0,7.31,6.628925326376915
7.31,85.91,24.55,17.88,-0.8270805743,0.1099999999999994,26.9,-0.5620833779,86.96,1,27.13,1008.1,8.0,7.36,7.38725869314456
7.36,86.33,24.22,10.68,-0.8949343616,0.0499999999999971,26.9,-0.4461978131,85.91,1,27.49,1009.3,6.0,6.55,6.564934787178278
6.55,86.45,24.66,5.98,-0.9310558159,-0.0899999999999892,27.4,-0.3648767843,86.33,1,27.63,1009.9,6.0,6.46,6.0149663102625315
6.46,86.86,24.77,4.62,-0.8489716876,-0.0800000000000125,28.5,-0.5284383347,86.45,1,27.79,1008.8,6.0,6.05,5.985306850232959
6.05,88.36,25.07,8.63,-0.7489557208,-0.019999999999996,27.1,-0.6626200482,86.86,1,27.73,1008.1,7.0,6.62,6.03951105949769
6.62,88.86,24.97,17.68,-0.9205048535,0.0100000000000051,25.6,-0.3907311285,88.36,1,27.1,1008.0,7.0,7.4,6.423539087647629
7.4,88.62,24.68,5.98,-0.9205048535,0.039999999999992,26.4,-0.3907311285,88.86,1,26.8,1007.6,8.0,5.78,6.571241517627668
5.78,90.06,24.79,3.71,-0.9426414911,-0.1199999999999903,27.7,-0.3338068592,88.62,1,27.93,1008.0,7.0,5.99,5.759315641427421
5.99,90.56,25.25,5.32,-0.9135454576,0.0,28.1,-0.4067366431,90.06,1,27.35,1007.5,5.0,6.22,5.937073349210262
6.22,88.61,25.25,0.94,-0.9040825497,0.0899999999999892,28.6,-0.4273578634,90.56,1,27.51,1007.7,5.0,5.79,5.865199238618678
5.79,84.55,25.06,0.4,-0.9121201162,0.0,28.6,-0.4099230338,88.61,1,28.46,1008.2,6.0,5.34,5.733792496174389
5.34,87.38,24.47,0.11,-0.9372819895,-0.019999999999996,28.6,-0.3485720473,84.55,1,28.09,1008.3,6.0,4.29,5.265677749634552
4.29,82.48,24.2,0.0,-0.882126866,0.0700000000000073,28.2,-0.4710118812,87.38,1,28.77,1008.0,4.0,4.56,4.419004390892386
4.56,85.35,24.3,0.01,-0.8471219214,0.1400000000000005,28.1,-0.5313985795,82.48,1,28.72,1008.9,3.0,4.0,4.458124797746778
4.0,84.73,24.12,0.01,-0.8079898839,0.0799999999999983,28.1,-0.5891963574,85.35,1,28.6,1010.3,3.0,3.98,4.249123936971689
3.98,84.8,24.21,0.0,-0.8260982945,0.0300000000000011,27.3,-0.5635260489,84.73,1,28.69,1011.5,4.0,3.94,4.191833613391638
3.94,83.87,24.59,0.03,-0.8580649057,-0.0500000000000113,28.2,-0.5135412521,84.8,1,28.74,1011.2,4.0,4.72,4.408882518630862
4.72,84.71,24.67,0.09,-0.9040825497,-0.1299999999999954,29.2,-0.4273578634,83.87,1,28.22,1010.6,5.0,5.19,5.0907234899511336
5.19,84.45,24.27,0.88,-0.9426414911,-0.1200000000000045,28.9,-0.3338068592,84.71,1,28.45,1009.2,4.0,5.33,5.23828073663199
5.33,85.57,24.93,3.3,-0.9483236552,-0.0099999999999909,28.4,-0.3173046564,84.45,0,28.17,1007.8,6.0,5.39,5.202608800554323
5.39,85.69,24.82,1.63,-0.8433914458,0.1299999999999954,29.4,-0.5372996083,85.57,0,28.27,1007.4,5.0,5.42,5.277340942050576
5.42,85.71,24.68,2.33,-0.8069603121,0.0900000000000034,29.3,-0.5906056676,85.69,0,28.08,1009.5,4.0,5.17,5.279054963728905
5.17,86.33,24.61,4.33,-0.8358073614,0.0600000000000022,28.2,-0.549022818,85.71,0,27.97,1010.5,5.0,4.48,4.738150782035112
4.48,85.03,24.23,2.63,-0.8878153851,-0.0200000000000102,27.6,-0.4601997848,86.33,0,28.09,1010.9,6.0,3.95,3.965713100725889
3.95,84.5,24.29,0.3,-0.8686315144,-0.059999999999988,28.1,-0.4954586684,85.03,0,28.03,1010.7,4.0,4.08,3.8657037657744886
4.08,85.13,24.31,1.24,-0.8048937974,0.0300000000000011,27.8,-0.5934188866,84.5,0,28.24,1010.4,5.0,4.29,3.7092499061992643
4.29,84.0,24.51,2.7,-0.741975841,0.0899999999999892,27.6,-0.670426619,85.13,0,28.09,1010.8,5.0,4.83,3.9243336529881954
4.83,84.65,24.55,5.89,-0.849892693,-0.0099999999999909,29.1,-0.5269557955,84.0,0,28.44,1011.3,5.0,4.69,4.792834013224816
4.69,85.31,24.7,6.19,-0.8443279255,0.0,28.1,-0.535826795,84.65,0,28.21,1010.9,6.0,5.28,4.483147093062258
5.28,87.17,24.77,8.04,-0.8925858185,-0.0700000000000073,28.4,-0.4508775407,85.31,0,27.47,1011.1,6.0,5.39,5.366097946597576
5.39,86.78,25.5,7.64,-0.9218631516,-0.1499999999999914,27.9,-0.3875155865,87.17,0,27.77,1010.7,5.0,6.47,6.0729788235918525
6.47,85.18,25.16,3.85,-0.9010770213,0.0299999999999869,28.2,-0.4336590846,86.78,0,28.04,1009.0,5.0,4.85,5.2699620957812305
4.85,85.2,25.16,1.98,-0.9348256764,0.0,28.1,-0.3551069624,85.18,0,29.08,1009.4,4.0,4.17,4.463325600135136
4.17,86.32,25.28,0.97,-0.899557779,0.0500000000000113,28.2,-0.4368017884,85.2,0,28.53,1009.5,5.0,4.44,3.8951645324441673
4.44,87.75,24.86,13.46,-0.9755345439,-0.1000000000000085,28.9,-0.2198462044,86.32,0,27.98,1009.5,7.0,4.04,4.147672025702668
4.04,89.07,24.86,9.59,-0.9993283938,-0.0099999999999909,27.7,-0.03664370871,87.75,0,27.17,1008.4,8.0,3.52,3.8634554831853865
3.52,82.88,24.13,24.0,-0.9505157316,0.0799999999999983,27.2,-0.3106764296,89.07,0,28.97,1008.7,7.0,2.74,2.4291585321253777
2.74,89.52,23.81,32.93,-0.9743700648,0.0799999999999983,25.7,-0.2249510543,82.88,0,26.35,1009.3,8.0,4.53,3.457459233333206
4.53,89.63,24.04,31.32,-0.9884938868,-0.0700000000000073,26.7,-0.1512608202,89.52,0,26.29,1010.6,7.0,5.48,4.878309612791776
5.48,87.44,24.8,10.36,-0.9694453499,-0.2099999999999937,28.4,-0.2453073859,89.63,0,27.45,1009.1,5.0,5.41,5.368619517855048
5.41,86.02,24.61,8.04,-0.9003187714,0.019999999999996,27.7,-0.4352310994,87.44,0,28.14,1007.1,4.0,5.59,5.164814906762505
5.59,87.49,24.85,2.69,-0.8987940463,0.0700000000000073,28.9,-0.4383711468,86.02,0,28.18,1007.6,5.0,4.95,5.156861845288754
4.95,86.5,24.45,1.84,-0.7156927337,0.0300000000000011,28.2,-0.6984152854,87.49,0,28.11,1008.1,5.0,4.66,4.646754596950817
4.66,88.95,25.18,2.66,-0.6639262127,-0.0200000000000102,27.8,-0.7477980905,86.5,0,27.25,1008.3,4.0,4.64,4.441415924257875
4.64,86.53,24.7,0.25,-0.6360782203,0.0700000000000073,27.6,-0.7716245834,88.95,0,28.34,1008.4,4.0,3.98,4.155030232029915
3.98,88.44,24.37,2.34,-0.6547408137,0.1200000000000045,27.8,-0.7558534692,86.53,0,27.98,1009.7,6.0,4.29,3.7953768320009234
4.29,89.3,24.77,2.81,-0.8443279255,0.059999999999988,28.3,-0.535826795,88.44,0,27.28,1010.6,6.0,3.81,4.153904313428283
3.81,87.82,24.89,1.57,-0.8241261886,0.0300000000000011,27.8,-0.5664062369,89.3,0,27.93,1011.0,5.0,3.01,3.5058814588898897
3.01,86.73,24.53,19.18,-0.8471219214,-0.0099999999999909,26.5,-0.5313985795,87.82,0,28.06,1011.5,6.0,2.38,2.6884944800423383
2.38,90.25,24.5,14.08,-0.882126866,-0.0100000000000051,27.3,-0.4710118812,86.73,0,26.01,1011.5,7.0,2.8,2.8541606464572906
2.8,82.09,24.45,9.4,-0.7890840848,-0.1200000000000045,27.3,0.6142852001,90.25,0,28.91,1011.0,3.0,1.42,1.5688491775662423
1.42,84.49,24.62,15.62,0.04013179253,-0.0799999999999983,27.3,0.9991943951,82.09,0,29.47,1009.9,6.0,1.65,2.0621026892261027
1.65,81.55,24.07,10.5,0.899557779,0.019999999999996,27.0,0.4368017884,84.49,0,29.59,1009.6,6.0,1.22,1.598451073887968
1.22,81.73,24.08,8.82,0.1201368388,0.1300000000000096,27.9,0.9927573419,81.55,0,29.08,1009.6,6.0,1.48,1.9692246400284765
1.48,81.38,24.33,3.96,0.8886172327,0.0,27.4,0.4586495545,81.73,0,29.82,1010.4,5.0,1.49,1.7127958485385417
1.49,78.79,23.63,5.58,0.4305110968,0.0,27.8,0.9025852843,81.38,0,29.9,1010.8,4.0,1.78,1.9947035758412122
1.78,72.59,22.95,5.57,0.8589598969,-0.0600000000000022,27.6,0.5120428649,78.79,0,30.05,1010.5,5.0,2.48,1.7207497667212008
2.48,75.56,23.13,2.03,0.6794413043,-0.1099999999999994,27.4,0.7337298645,72.59,0,30.16,1009.7,4.0,3.48,2.581021362482071
3.48,80.32,22.78,3.09,0.4756242091,0.0100000000000051,28.1,0.8796485729,75.56,0,29.35,1008.8,6.0,3.61,3.7335029904927493
3.61,81.57,24.02,8.37,0.1770847403,-0.0300000000000011,27.1,0.984195608,80.32,0,29.5,1008.6,7.0,2.38,2.7718353778701545
2.38,86.47,24.98,11.4,0.2520693582,-0.1500000000000056,28.2,0.9677091705,81.57,0,29.74,1008.9,6.0,4.04,3.8604393947599887
4.04,81.57,24.66,5.26,0.1942343512,0.0700000000000073,28.4,0.9809551553,86.47,0,29.75,1007.4,6.0,4.18,3.6662605337211134
4.18,83.66,23.68,2.12,-0.223250116,0.1299999999999954,27.0,0.9747611942,81.57,0,28.38,1008.1,7.0,3.98,3.663662277225673
3.98,84.78,24.06,2.37,-0.538770785,0.039999999999992,28.1,0.842452397,83.66,0,28.18,1010.0,7.0,3.8,3.832850038152933
3.8,84.78,23.76,1.11,0.02443217815,-0.0699999999999931,27.9,0.9997014898,84.78,0,27.9,1009.3,7.0,3.96,4.145738816377759
3.96,82.35,23.79,4.46,-0.1339861854,-0.0100000000000051,27.5,0.9909831997,84.78,0,28.13,1008.5,5.0,2.7,3.2332324901093483
2.7,78.46,23.49,10.54,0.6197790318,0.0300000000000011,28.4,0.7847763705,82.35,0,29.52,1008.5,7.0,1.44,2.5270451269088747
1.44,81.26,23.78,5.88,0.1218693434,0.0700000000000073,27.9,0.9925461516,78.46,0,29.17,1009.0,5.0,1.93,2.2083207781873493
1.93,85.09,24.27,18.82,-0.1184039683,0.0099999999999909,27.4,0.9929655081,81.26,0,28.55,1010.1,6.0,3.15,2.5315809012546064
3.15,79.08,23.7,1.52,0.1581580673,-0.1400000000000005,27.2,0.9874138068,85.09,0,29.14,1009.9,4.0,3.39,2.428511749970365
3.39,78.71,23.85,0.09,-0.1236014767,-0.1099999999999994,27.5,0.9923319379,79.08,0,29.83,1007.9,3.0,2.43,2.5898072861549735
2.43,80.03,24.41,6.56,-0.02094241988,0.0500000000000113,28.1,0.9997806835,78.71,0,29.76,1007.2,5.0,2.29,2.2106358992367268
2.29,86.88,24.29,21.72,-0.4430711908,0.059999999999988,27.6,-0.8964864304,80.03,0,28.91,1008.1,6.0,2.35,2.755462553997517
2.35,90.35,24.75,8.87,-0.9774158943,0.1099999999999994,26.8,-0.2113247965,86.88,0,26.72,1009.2,7.0,2.34,3.6783129462126194
2.34,84.47,24.3,10.91,0.1822355255,-0.0699999999999931,27.4,0.9832549076,90.35,0,28.5,1010.1,5.0,3.59,2.8335593077010364
3.59,83.3,24.15,6.39,-0.09758289976,-0.0499999999999971,27.4,0.9952274,84.47,0,28.82,1008.8,4.0,3.01,2.794928033283043
3.01,80.39,24.57,3.03,0.07497872683,0.0499999999999971,27.4,0.9971851335,83.3,0,28.87,1008.4,3.0,3.15,2.5417209587614535
3.15,75.55,23.12,0.0,0.549022818,0.1299999999999954,27.0,0.8358073614,80.39,0,28.79,1008.9,6.0,1.81,2.319294757721424
1.81,72.72,24.29,0.3,-0.01221700084,0.0300000000000011,27.8,0.9999253697,75.55,0,29.6,1010.4,7.0,1.56,1.4763318735687256
1.56,81.67,23.15,19.41,0.5180270094,-0.0499999999999971,28.4,0.8553642602,72.72,0,28.55,1010.7,7.0,3.75,3.1465570710425554
3.75,86.1,23.9,13.24,0.6613118653,0.0400000000000062,26.8,0.7501110696,81.67,0,27.81,1010.1,7.0,2.77,3.5371415262954233
2.77,85.3,23.56,10.44,0.5620833779,-0.0100000000000051,27.4,0.8270805743,86.1,0,26.85,1010.3,7.0,4.72,3.9198221190384865
4.72,85.52,23.49,4.65,0.5735764364,-0.1700000000000017,27.8,0.8191520443,85.3,0,27.62,1009.1,6.0,5.44,5.126243412149906
5.44,86.89,23.78,4.77,0.2890317969,-0.1099999999999994,28.0,0.9573194975,85.52,0,28.98,1007.6,7.0,5.04,5.053991285952091
5.04,88.11,24.66,8.55,0.137444546,-0.0600000000000022,27.1,0.9905094632,86.89,0,27.52,1007.2,7.0,6.4,5.618789368206024
6.4,86.22,23.95,1.4,-0.3123349185,0.0400000000000062,27.1,0.9499720515,88.11,0,28.08,1007.0,5.0,5.92,5.633678840889931
5.92,86.23,24.34,0.5,-0.3040330609,0.0600000000000022,26.9,0.9526614813,86.22,0,27.64,1007.1,6.0,5.11,5.1986808677453995
5.11,86.14,23.84,4.65,-0.3485720473,0.0299999999999869,27.9,0.9372819895,86.23,0,28.5,1007.4,6.0,4.17,4.437065653379059
4.17,86.18,23.85,2.66,-0.4570979271,-0.0299999999999869,27.5,0.8894163733,86.14,0,27.25,1008.2,3.0,2.55,3.29207382143755
2.55,77.01,23.13,0.01,-0.9372819895,-0.0300000000000011,26.7,-0.3485720473,86.18,0,28.55,1007.5,6.0,1.49,1.6937200355815412
1.49,80.45,24.23,0.0,-0.8201518759,0.0300000000000011,27.4,0.5721458734,77.01,0,28.19,1007.5,4.0,2.25,2.189036566888261
2.25,82.75,23.64,3.28,-0.9865721616,-0.1000000000000085,27.6,-0.1633259622,80.45,0,28.61,1007.6,5.0,2.36,2.269642375404644
2.36,85.2,23.89,1.53,-0.9466492601,0.1200000000000045,26.6,-0.3222656952,82.75,0,27.99,1006.4,6.0,1.89,2.3917063071258067
1.89,85.31,23.26,3.71,0.07323819713,0.0699999999999931,26.8,0.9973144772,85.2,0,28.81,1008.1,6.0,2.94,3.1595873991802215
2.94,87.34,24.14,17.32,0.474088209,0.0,27.4,0.8804773535,85.31,0,28.44,1010.0,7.0,4.63,3.343598968540883
4.63,83.96,22.94,1.37,0.2130303863,0.0600000000000022,27.4,0.9770455744,87.34,0,26.97,1009.7,6.0,6.18,5.337162910168862
6.18,81.38,22.19,0.02,0.2554457579,-0.0499999999999971,26.4,0.9668233886,83.96,0,27.54,1009.7,6.0,6.24,5.839443131394863
6.24,84.49,22.68,0.19,0.4131044298,-0.0799999999999983,27.9,0.9106836608,81.38,0,29.03,1008.6,5.0,5.48,5.463412278324127
5.48,85.5,23.01,0.5,0.2249510543,0.0699999999999931,26.8,0.9743700648,84.49,0,28.92,1008.1,6.0,5.35,5.302490623739266
5.35,85.84,23.66,1.46,0.3403795502,0.1300000000000096,27.6,0.940288127,85.5,0,28.77,1009.9,6.0,5.49,4.785162735764742
5.49,84.62,23.71,0.58,0.4415058528,0.039999999999992,27.9,0.8972583697,85.84,0,28.92,1010.4,6.0,4.71,5.022040496636414
4.71,79.48,22.25,0.01,0.6832737737,0.0700000000000073,28.1,0.7301622766,84.62,0,28.84,1011.0,3.0,5.23,4.881116987465859
5.23,80.74,21.55,0.48,0.6306758074,0.059999999999988,27.9,0.7760464071,79.48,0,29.11,1010.7,4.0,5.72,4.711412947750878
5.72,83.99,23.02,2.56,0.596224875,-0.019999999999996,27.6,0.8028174752,80.74,0,29.14,1011.5,6.0,6.14,5.450512956142807
6.14,82.72,22.46,0.51,0.4178670738,0.1000000000000085,27.8,0.9085081775,83.99,0,27.81,1010.9,7.0,6.47,6.021980000746679
6.47,79.14,21.1,0.0,0.6170358751,0.0,27.4,0.786935022,82.72,0,27.79,1013.0,5.0,5.47,5.453171689351177
5.47,80.79,21.01,0.09,0.5343523494,-0.0800000000000125,27.3,0.8452618332,79.14,0,28.57,1011.6,5.0,4.63,5.04285154268322
4.63,81.3,22.41,0.17,0.6018150232,0.0100000000000051,27.9,0.79863551,80.79,0,27.88,1011.6,6.0,4.05,4.531877302995205
4.05,78.55,21.45,0.38,0.4771587603,-0.0600000000000022,27.5,0.8788171127,81.3,0,28.31,1011.5,3.0,5.04,4.48685999498415
5.04,79.97,21.48,0.0,0.5343523494,-0.0300000000000011,27.2,0.8452618332,78.55,0,29.21,1010.8,3.0,4.95,4.6720230306693615
4.95,80.87,22.06,0.21,0.4924235601,0.0,28.1,0.8703556959,79.97,0,29.39,1010.6,4.0,5.66,5.042636149927735
5.66,79.64,21.95,0.07,0.5990235985,-0.0499999999999971,28.6,0.8007313709,80.87,0,29.22,1010.4,3.0,5.59,5.505019801899719
