WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,WD_cos,AVG_TEMP,WS10M_lag2,SURF_PRESSSURE,MAX_TEMP,RH_lag1,WD_sin_lag1,WD_sin_lag2,SL_PRESSURE,PREC_lag1,YEAR,MO,DY,WS10M
3.32,78.93,22.8,0.1,0.6129070537,0.7901550124,27.8,2.66,99.67,29.41,79.03,0.608761429,0.4648420457,1010.9,0.01,2021,2,18,3.26
3.26,83.55,22.64,3.13,0.4257792916,0.9048270525,27.4,3.32,99.63,29.53,78.93,0.6129070537,0.608761429,1010.6,0.1,2021,2,19,3.26
3.26,80.84,23.88,3.12,0.6921431739,0.7217602281,28.4,3.26,99.56,30.4,83.55,0.4257792916,0.6129070537,1009.8,3.13,2021,2,20,3.09
3.09,79.12,24.19,2.51,0.7289686274,0.6845471059,29.0,3.26,99.63,30.48,80.84,0.6921431739,0.4257792916,1010.6,3.12,2021,2,21,2.96
2.96,83.97,23.32,4.94,0.4939418666,0.8694949295,28.1,3.09,99.67,30.12,79.12,0.7289686274,0.6921431739,1011.1,2.51,2021,2,22,4.72
4.72,81.08,23.07,0.21,0.5372996083,0.8433914458,28.4,2.96,99.62,29.99,83.97,0.4939418666,0.7289686274,1010.1,4.94,2021,2,23,5.28
5.28,79.41,22.0,2.51,0.4099230338,0.9121201162,28.4,4.72,99.59,30.59,81.08,0.5372996083,0.4939418666,1010.1,0.21,2021,2,24,3.3
3.3,81.21,23.91,0.9,0.1339861854,0.9909831997,28.2,5.28,99.6,29.55,79.41,0.4099230338,0.5372996083,1010.3,2.51,2021,2,25,2.67
2.67,80.36,23.73,0.13,-0.2520693582,0.9677091705,28.1,3.3,99.53,29.28,81.21,0.1339861854,0.4099230338,1009.4,0.9,2021,2,26,2.5
2.5,78.97,24.0,0.09,-0.7058715707,0.7083398377,27.2,2.67,99.47,29.58,80.36,-0.2520693582,0.1339861854,1008.9,0.13,2021,2,27,1.92
1.92,73.05,22.79,0.04,0.1667687467,0.9859960371,27.4,2.5,99.49,30.6,78.97,-0.7058715707,-0.2520693582,1009.2,0.09,2021,2,28,1.81
1.81,71.51,22.77,0.14,0.741975841,0.670426619,28.3,1.92,99.77,30.28,73.05,0.1667687467,-0.7058715707,1012.1,0.04,2021,3,1,2.17
2.17,67.66,20.87,0.07,0.8211492091,0.5707135677,27.0,1.81,99.75,30.42,71.51,0.741975841,0.1667687467,1011.0,0.14,2021,3,2,3.17
3.17,70.8,21.31,0.09,0.8837656301,0.4679298143,27.2,2.17,99.65,29.99,67.66,0.8211492091,0.741975841,1010.4,0.07,2021,3,3,2.28
2.28,69.7,21.87,0.05,0.8917975296,0.4524347093,27.9,3.17,99.63,30.74,70.8,0.8837656301,0.8211492091,1010.5,0.09,2021,3,4,1.89
1.89,71.12,22.55,0.07,0.6059884003,0.7954734809,28.4,2.28,99.75,31.02,69.7,0.8917975296,0.8837656301,1011.7,0.05,2021,3,5,2.44
2.44,76.66,24.2,11.51,0.7289686274,0.6845471059,28.5,1.89,99.76,30.08,71.12,0.6059884003,0.8917975296,1011.5,0.07,2021,3,6,2.35
2.35,78.96,24.59,8.42,0.6197790318,0.7847763705,27.2,2.44,99.65,29.58,76.66,0.7289686274,0.6059884003,1010.7,11.51,2021,3,7,2.04
2.04,78.65,24.84,9.53,0.8526401644,0.5224985647,28.6,2.35,99.64,30.28,78.96,0.6197790318,0.7289686274,1010.8,8.42,2021,3,8,1.78
1.78,72.67,23.61,0.73,0.796529918,0.6045991149,26.9,2.04,99.71,31.37,78.65,0.8526401644,0.6197790318,1011.5,9.53,2021,3,9,2.08
2.08,76.22,24.18,8.86,0.6004202253,-0.7996846585,27.6,1.78,99.77,30.5,72.67,0.796529918,0.8526401644,1011.7,0.73,2021,3,10,2.11
2.11,77.75,23.95,9.31,0.7169106077,-0.6971651029,27.1,2.08,99.77,30.35,76.22,0.6004202253,0.796529918,1012.0,8.86,2021,3,11,1.71
1.71,76.57,23.61,4.11,0.6129070537,0.7901550124,28.1,2.11,99.8,30.59,77.75,0.7169106077,0.6004202253,1012.0,9.31,2021,3,12,2.18
2.18,75.0,23.65,4.54,0.6832737737,0.7301622766,28.1,1.71,99.69,31.58,76.57,0.6129070537,0.7169106077,1011.0,4.11,2021,3,13,2.75
2.75,78.69,24.04,5.95,0.7443115462,0.6678325555,28.1,2.18,99.61,30.68,75.0,0.6832737737,0.6129070537,1009.8,4.54,2021,3,14,3.45
3.45,74.3,23.69,0.37,0.7325428988,0.680720869,28.7,2.75,99.52,31.62,78.69,0.7443115462,0.6832737737,1009.1,5.95,2021,3,15,2.72
2.72,74.39,23.75,0.58,0.7501110696,0.6613118653,28.4,3.45,99.55,31.33,74.3,0.7325428988,0.7443115462,1009.5,0.37,2021,3,16,2.26
2.26,73.67,23.51,1.21,0.9948807088,0.1010562972,28.4,2.72,99.49,31.53,74.39,0.7501110696,0.7325428988,1008.9,0.58,2021,3,17,1.74
1.74,77.22,24.2,6.49,-0.5402403205,0.8415107819,28.6,2.26,99.55,30.08,73.67,0.9948807088,0.7501110696,1009.2,1.21,2021,3,18,1.81
1.81,83.03,24.67,7.43,0.0662739004,0.9978014683,27.3,1.74,99.57,27.81,77.22,-0.5402403205,0.9948807088,1009.1,6.49,2021,3,19,2.43
2.43,77.12,23.62,6.79,-0.6387678175,-0.769399555,27.6,1.81,99.52,28.07,83.03,0.0662739004,-0.5402403205,1008.0,7.43,2021,3,20,1.65
1.65,74.84,24.09,9.4,-0.9999451694,-0.01047178412,27.9,2.43,99.45,30.06,77.12,-0.6387678175,0.0662739004,1008.4,6.79,2021,3,21,1.39
1.39,80.25,24.43,3.69,-0.5877852523,-0.8090169944,27.9,1.65,99.53,29.8,74.84,-0.9999451694,-0.6387678175,1009.5,9.4,2021,3,22,1.72
1.72,78.58,24.76,2.02,-0.8686315144,-0.4954586684,27.9,1.39,99.56,30.67,80.25,-0.5877852523,-0.9999451694,1009.9,3.69,2021,3,23,1.74
1.74,83.04,25.25,6.87,-0.596224875,0.8028174752,28.6,1.72,99.57,29.09,78.58,-0.8686315144,-0.5877852523,1009.1,2.02,2021,3,24,1.53
1.53,73.8,24.19,3.6,0.9278362539,0.3729877826,27.8,1.74,99.5,30.53,83.04,-0.596224875,-0.8686315144,1008.6,6.87,2021,3,25,1.79
1.79,72.28,23.03,5.48,0.9455185756,0.3255681545,28.6,1.53,99.41,31.44,73.8,0.9278362539,-0.596224875,1008.3,3.6,2021,3,26,3.07
3.07,75.13,23.92,10.2,0.1633259622,-0.9865721616,27.9,1.79,99.47,31.3,72.28,0.9455185756,0.9278362539,1008.8,5.48,2021,3,27,1.89
1.89,77.36,24.19,38.14,-0.02966624409,-0.9995598601,26.6,3.07,99.5,30.57,75.13,0.1633259622,0.9455185756,1008.9,10.2,2021,3,28,1.91
1.91,80.64,23.8,7.1,-0.4878596591,-0.8729220773,26.2,1.89,99.52,30.26,77.36,-0.02966624409,0.1633259622,1008.8,38.14,2021,3,29,3.21
3.21,80.74,24.61,4.89,-0.8660254038,-0.5,27.9,1.91,99.43,29.31,80.64,-0.4878596591,-0.02966624409,1007.9,7.1,2021,3,30,2.55
2.55,83.22,24.66,0.27,-0.769399555,-0.6387678175,28.9,3.21,99.32,29.94,80.74,-0.8660254038,-0.4878596591,1007.2,4.89,2021,3,31,3.47
3.47,87.03,25.46,0.31,-0.8987940463,-0.4383711468,29.2,2.55,99.33,29.44,83.22,-0.769399555,-0.8660254038,1008.0,0.27,2021,4,1,3.76
3.76,83.46,26.21,0.4,-0.9271838546,-0.3746065934,29.9,3.47,99.38,30.61,87.03,-0.8987940463,-0.769399555,1007.9,0.31,2021,4,2,4.37
4.37,82.51,25.48,0.33,-0.9238795325,-0.3826834324,30.1,3.76,99.46,29.92,83.46,-0.9271838546,-0.8987940463,1008.8,0.4,2021,4,3,4.29
4.29,81.76,25.16,0.15,-0.9702957263,-0.2419218956,28.4,4.37,99.48,29.85,82.51,-0.9238795325,-0.9271838546,1008.7,0.33,2021,4,4,3.41
3.41,79.18,25.26,0.42,-0.9225380895,-0.3859060423,29.1,4.29,99.47,30.94,81.76,-0.9702957263,-0.9238795325,1008.5,0.15,2021,4,5,2.46
2.46,74.66,24.99,0.81,-0.7826081569,-0.6225146366,29.7,3.41,99.51,32.02,79.18,-0.9225380895,-0.9702957263,1009.4,0.42,2021,4,6,1.32
1.32,78.69,24.44,2.77,-0.05930637358,-0.9982398279,28.6,2.46,99.62,30.97,74.66,-0.7826081569,-0.9225380895,1010.6,0.81,2021,4,7,2.07
2.07,82.31,24.46,3.84,-0.3794561595,-0.9252097184,28.0,1.32,99.54,29.51,78.69,-0.05930637358,-0.7826081569,1009.4,2.77,2021,4,8,2.68
2.68,81.42,24.67,1.77,-0.8894163733,-0.4570979271,28.8,2.07,99.48,30.0,82.31,-0.3794561595,-0.05930637358,1008.7,3.84,2021,4,9,2.5
2.5,79.12,25.11,4.72,-0.6730125135,-0.739631095,28.9,2.68,99.59,30.08,81.42,-0.8894163733,-0.3794561595,1010.2,1.77,2021,4,10,2.13
2.13,81.86,25.14,7.99,-0.8415107819,-0.5402403205,28.4,2.5,99.7,29.83,79.12,-0.6730125135,-0.8894163733,1011.2,4.72,2021,4,11,2.56
2.56,74.82,24.61,10.46,-0.9142539552,-0.4051415868,28.7,2.13,99.73,30.76,81.86,-0.8415107819,-0.6730125135,1011.4,7.99,2021,4,12,1.6
1.6,82.44,25.18,6.67,-0.4336590846,-0.9010770213,28.3,2.56,99.68,29.75,74.82,-0.9142539552,-0.8415107819,1011.0,10.46,2021,4,13,2.4
2.4,82.0,25.26,17.11,-0.4710118812,-0.882126866,28.9,1.6,99.66,30.16,82.44,-0.4336590846,-0.9142539552,1010.5,6.67,2021,4,14,2.07
2.07,86.01,25.58,30.57,-0.7547095802,-0.656059029,28.3,2.4,99.68,27.3,82.0,-0.4710118812,-0.4336590846,1010.2,17.11,2021,4,15,2.32
2.32,81.39,25.04,7.39,-0.6730125135,-0.739631095,28.9,2.07,99.65,29.44,86.01,-0.7547095802,-0.4710118812,1010.3,30.57,2021,4,16,2.69
2.69,85.68,25.48,3.81,-0.549022818,-0.8358073614,28.4,2.32,99.68,28.96,81.39,-0.6730125135,-0.7547095802,1011.2,7.39,2021,4,17,3.32
3.32,87.11,26.01,3.42,-0.6858183529,-0.7277727577,28.9,2.69,99.76,28.62,85.68,-0.549022818,-0.6730125135,1011.9,3.81,2021,4,18,4.19
4.19,85.88,25.78,4.01,-0.8480480962,-0.5299192642,28.7,3.32,99.62,29.07,87.11,-0.6858183529,-0.549022818,1010.2,3.42,2021,4,19,4.45
4.45,83.58,25.79,4.42,-0.8949343616,-0.4461978131,28.8,4.19,99.52,29.71,85.88,-0.8480480962,-0.6858183529,1009.4,4.01,2021,4,20,4.18
4.18,85.12,26.37,9.76,-0.9003187714,-0.4352310994,28.4,4.45,99.58,29.93,83.58,-0.8949343616,-0.8480480962,1010.8,4.42,2021,4,21,4.38
4.38,86.43,26.0,8.74,-0.909236109,-0.4162807923,29.0,4.18,99.65,29.04,85.12,-0.9003187714,-0.8949343616,1010.7,9.76,2021,4,22,3.75
3.75,87.24,26.18,12.22,-0.9184463813,-0.3955455026,26.4,4.38,99.61,28.75,86.43,-0.909236109,-0.9003187714,1010.6,8.74,2021,4,23,3.67
3.67,83.3,26.03,8.7,-0.9537169507,-0.3007057995,27.6,3.75,99.52,29.73,87.24,-0.9184463813,-0.909236109,1009.5,12.22,2021,4,24,2.33
2.33,79.59,25.27,1.84,-0.6626200482,-0.7489557208,28.1,3.67,99.5,31.07,83.3,-0.9537169507,-0.9184463813,1009.1,8.7,2021,4,25,2.06
2.06,86.43,26.39,5.7,-0.6794413043,-0.7337298645,28.8,2.33,99.48,28.99,79.59,-0.6626200482,-0.9537169507,1009.0,1.84,2021,4,26,2.74
2.74,85.27,26.1,0.29,-0.70463421,-0.7095707365,29.2,2.06,99.56,29.73,86.43,-0.6794413043,-0.6626200482,1010.0,5.7,2021,4,27,3.25
3.25,86.27,26.18,1.82,-0.7615383075,-0.6481199011,29.6,2.74,99.62,29.63,85.27,-0.70463421,-0.6794413043,1010.4,0.29,2021,4,28,4.18
4.18,84.15,25.99,13.44,-0.660001668,-0.7512641335,29.7,3.25,99.59,29.42,86.27,-0.7615383075,-0.70463421,1009.3,1.82,2021,4,29,4.18
4.18,81.08,26.16,10.05,-0.7524149089,-0.6586894601,27.6,4.18,99.44,30.14,84.15,-0.660001668,-0.7615383075,1008.5,13.44,2021,4,30,2.75
2.75,88.42,26.02,19.71,-0.3403795502,-0.940288127,28.1,4.18,99.43,28.0,81.08,-0.7524149089,-0.660001668,1008.7,10.05,2021,5,1,3.2
3.2,83.66,25.64,4.96,-0.4786918579,-0.8779829754,28.7,2.75,99.44,29.78,88.42,-0.3403795502,-0.7524149089,1008.5,19.71,2021,5,2,2.06
2.06,85.38,26.12,17.16,-0.6481199011,-0.7615383075,28.4,3.2,99.4,29.17,83.66,-0.4786918579,-0.3403795502,1008.4,4.96,2021,5,3,2.46
2.46,86.12,25.57,23.07,-0.7217602281,-0.6921431739,27.9,2.06,99.39,28.58,85.38,-0.6481199011,-0.4786918579,1008.2,17.16,2021,5,4,2.66
2.66,79.8,25.74,2.33,-0.8677654534,-0.496973961,28.0,2.46,99.36,31.17,86.12,-0.7217602281,-0.6481199011,1008.0,23.07,2021,5,5,1.71
1.71,85.87,25.99,25.8,-0.6184083954,-0.7858568932,28.9,2.66,99.42,29.8,79.8,-0.8677654534,-0.7217602281,1008.9,2.33,2021,5,6,2.6
2.6,81.24,25.82,8.82,-0.7501110696,-0.6613118653,28.4,1.71,99.5,30.61,85.87,-0.6184083954,-0.8677654534,1009.4,25.8,2021,5,7,1.5
1.5,84.39,25.39,11.38,-0.6832737737,-0.7301622766,28.4,2.6,99.41,29.96,81.24,-0.7501110696,-0.6184083954,1008.4,8.82,2021,5,8,1.48
1.48,84.42,25.65,11.77,-0.2113247965,-0.9774158943,28.9,1.5,99.34,30.46,84.39,-0.6832737737,-0.7501110696,1007.6,11.38,2021,5,9,3.14
3.14,89.37,26.24,19.34,-0.2520693582,-0.9677091705,28.9,1.48,99.39,28.1,84.42,-0.2113247965,-0.6832737737,1008.0,11.77,2021,5,10,3.15
3.15,90.06,26.07,46.34,-0.5299192642,-0.8480480962,29.1,3.14,99.41,28.67,89.37,-0.2520693582,-0.2113247965,1008.1,19.34,2021,5,11,3.79
3.79,89.11,25.88,15.18,-0.8090169944,-0.5877852523,27.8,3.15,99.33,28.81,90.06,-0.5299192642,-0.2520693582,1007.7,46.34,2021,5,12,4.08
4.08,88.36,26.37,28.96,-0.9631625668,-0.2689198206,27.8,3.79,99.28,28.86,89.11,-0.8090169944,-0.5299192642,1007.5,15.18,2021,5,13,5.58
5.58,87.74,25.66,19.65,-0.9983418166,-0.05756402696,27.8,4.08,99.32,28.49,88.36,-0.9631625668,-0.8090169944,1007.9,28.96,2021,5,14,4.76
4.76,89.49,25.68,4.87,-0.9788673888,-0.2044960518,28.6,5.58,99.34,27.76,87.74,-0.9983418166,-0.9631625668,1007.3,19.65,2021,5,15,3.78
3.78,87.29,25.82,1.17,-0.8329212407,-0.5533915492,29.5,4.76,99.41,28.29,89.49,-0.9788673888,-0.9983418166,1007.9,4.87,2021,5,16,3.79
3.79,83.0,25.5,1.38,-0.9211854056,-0.3891239501,29.2,3.78,99.43,29.89,87.29,-0.8329212407,-0.9788673888,1008.4,1.17,2021,5,17,2.69
2.69,82.57,26.08,0.55,-0.8703556959,-0.4924235601,29.6,3.79,99.48,29.99,83.0,-0.9211854056,-0.8329212407,1008.7,1.38,2021,5,18,3.2
3.2,86.97,26.05,4.52,-0.7826081569,-0.6225146366,30.1,2.69,99.47,29.06,82.57,-0.8703556959,-0.9211854056,1008.4,0.55,2021,5,19,4.21
4.21,86.44,25.88,22.9,-0.7880107536,-0.6156614753,28.3,3.2,99.55,28.96,86.97,-0.7826081569,-0.8703556959,1009.3,4.52,2021,5,20,4.9
4.9,83.86,25.67,19.78,-0.7547095802,-0.656059029,28.4,4.21,99.61,29.62,86.44,-0.7880107536,-0.7826081569,1009.8,22.9,2021,5,21,4.82
4.82,88.45,26.54,14.77,-0.6984152854,-0.7156927337,28.4,4.9,99.51,28.72,83.86,-0.7547095802,-0.7880107536,1008.8,19.78,2021,5,22,6.26
6.26,88.1,26.89,12.88,-0.7569950557,-0.653420604,27.4,4.82,99.49,28.61,88.45,-0.6984152854,-0.7547095802,1009.1,14.77,2021,5,23,6.42
6.42,89.92,27.12,28.07,-0.8949343616,-0.4461978131,28.4,6.26,99.56,28.47,88.1,-0.7569950557,-0.6984152854,1009.3,12.88,2021,5,24,6.8
6.8,88.26,26.01,35.07,-0.8987940463,-0.4383711468,27.7,6.42,99.61,27.81,89.92,-0.8949343616,-0.7569950557,1009.5,28.07,2021,5,25,8.53
8.53,84.48,26.21,15.86,-0.9774158943,-0.2113247965,28.5,6.8,99.57,28.03,88.26,-0.8987940463,-0.8949343616,1009.5,35.07,2021,5,26,9.13
9.13,84.89,26.12,8.54,-0.9785089851,-0.2062041854,28.4,8.53,99.51,28.18,84.48,-0.9774158943,-0.8987940463,1008.4,15.86,2021,5,27,7.88
7.88,86.36,26.08,5.78,-0.9859960371,-0.1667687467,29.8,9.13,99.5,28.76,84.89,-0.9785089851,-0.9774158943,1008.7,8.54,2021,5,28,6.31
6.31,88.32,26.31,3.52,-0.9969173337,-0.07845909573,29.9,7.88,99.55,28.49,86.36,-0.9859960371,-0.9785089851,1009.3,5.78,2021,5,29,6.34
6.34,87.52,26.3,1.51,-0.9999756307,-0.006981260298,29.7,6.31,99.51,28.77,88.32,-0.9969173337,-0.9859960371,1009.2,3.52,2021,5,30,6.62
6.62,87.81,26.39,1.34,-0.9957246982,-0.09237058745,30.0,6.34,99.38,28.33,87.52,-0.9999756307,-0.9969173337,1008.3,1.51,2021,5,31,6.43
6.43,85.64,26.0,0.95,-0.9723699204,-0.2334453639,29.7,6.62,99.37,29.01,87.81,-0.9957246982,-0.9999756307,1008.3,1.34,2021,6,1,5.58
5.58,87.24,25.79,9.9,-0.9698720153,-0.2436150118,29.3,6.43,99.36,28.87,85.64,-0.9723699204,-0.9957246982,1008.0,0.95,2021,6,2,5.09
5.09,86.91,26.2,21.72,-0.9048270525,-0.4257792916,26.4,5.58,99.42,28.92,87.24,-0.9698720153,-0.9723699204,1009.0,9.9,2021,6,3,6.03
6.03,91.95,25.76,75.05,-0.9106836608,-0.4131044298,27.8,5.09,99.52,27.02,86.91,-0.9048270525,-0.9698720153,1010.0,21.72,2021,6,4,6.02
6.02,89.71,25.6,8.29,-0.9747611942,-0.223250116,27.6,6.03,99.57,27.03,91.95,-0.9106836608,-0.9048270525,1009.9,75.05,2021,6,5,5.22
5.22,86.14,25.59,4.01,-0.9238795325,-0.3826834324,28.1,6.02,99.55,28.68,89.71,-0.9747611942,-0.9106836608,1009.8,8.29,2021,6,6,4.95
4.95,88.31,25.67,4.0,-0.8386705679,-0.544639035,28.1,5.22,99.54,28.07,86.14,-0.9238795325,-0.9747611942,1009.7,4.01,2021,6,7,4.95
4.95,89.7,26.21,17.61,-0.8171448983,-0.5764323162,28.2,4.95,99.54,28.11,88.31,-0.8386705679,-0.9238795325,1009.8,4.0,2021,6,8,6.79
6.79,88.71,24.91,7.74,-0.8651514206,-0.5015107372,27.6,4.95,99.52,28.04,89.7,-0.8171448983,-0.8386705679,1009.0,17.61,2021,6,9,4.89
4.89,87.9,25.58,3.1,-0.9252097184,-0.3794561595,28.2,6.79,99.37,28.53,88.71,-0.8651514206,-0.8171448983,1008.3,7.74,2021,6,10,5.72
5.72,84.4,25.55,0.83,-0.9420574528,-0.3354515698,29.4,4.89,99.42,28.82,87.9,-0.9252097184,-0.8651514206,1008.7,3.1,2021,6,11,5.74
5.74,85.14,25.4,2.2,-0.9583225745,-0.2856883674,29.2,5.72,99.49,28.87,84.4,-0.9420574528,-0.9252097184,1009.1,0.83,2021,6,12,6.29
6.29,87.3,25.76,10.87,-0.9640954042,-0.2655561175,28.2,5.74,99.53,28.72,85.14,-0.9583225745,-0.9420574528,1009.3,2.2,2021,6,13,6.66
6.66,88.73,24.87,23.94,-0.9438009516,-0.3305143927,27.4,6.29,99.5,27.94,87.3,-0.9640954042,-0.9583225745,1009.1,10.87,2021,6,14,5.62
5.62,86.25,25.4,1.06,-0.8987940463,-0.4383711468,27.9,6.66,99.43,28.31,88.73,-0.9438009516,-0.9640954042,1008.7,23.94,2021,6,15,6.34
6.34,86.65,25.29,0.73,-0.9547607995,-0.2973748741,29.1,5.62,99.52,28.53,86.25,-0.8987940463,-0.9438009516,1009.9,1.06,2021,6,16,6.3
6.3,87.75,25.36,0.98,-0.9583225745,-0.2856883674,29.1,6.34,99.59,28.4,86.65,-0.9547607995,-0.8987940463,1010.5,0.73,2021,6,17,5.3
5.3,90.75,25.53,0.65,-0.9890158634,-0.1478094111,28.9,6.3,99.6,27.85,87.75,-0.9583225745,-0.9547607995,1011.0,0.98,2021,6,18,4.38
4.38,87.28,25.53,0.34,-0.9964928592,0.08367784333,29.2,5.3,99.71,28.24,90.75,-0.9890158634,-0.9583225745,1011.8,0.65,2021,6,19,4.16
4.16,86.95,25.05,0.1,-0.9868557164,0.1616038211,29.6,4.38,99.69,28.05,87.28,-0.9964928592,-0.9890158634,1011.4,0.34,2021,6,20,4.19
4.19,88.01,25.41,0.43,-0.9967788785,-0.08019892433,29.6,4.16,99.61,28.3,86.95,-0.9868557164,-0.9964928592,1010.2,0.1,2021,6,21,4.49
4.49,88.33,25.67,2.97,-0.9198214973,-0.3923371166,29.6,4.19,99.53,28.38,88.01,-0.9967788785,-0.9868557164,1009.6,0.43,2021,6,22,5.34
5.34,85.56,25.33,2.89,-0.629320391,-0.7771459615,29.4,4.49,99.57,28.49,88.33,-0.9198214973,-0.9967788785,1010.1,2.97,2021,6,23,5.51
5.51,87.86,25.6,10.03,-0.8870108332,-0.4617486132,28.8,5.34,99.59,27.67,85.56,-0.629320391,-0.9198214973,1010.2,2.89,2021,6,24,5.16
5.16,86.91,25.54,2.43,-0.9099612709,-0.4146932427,29.4,5.51,99.52,28.33,87.86,-0.8870108332,-0.629320391,1009.0,10.03,2021,6,25,5.31
5.31,84.97,25.24,2.2,-0.9191353393,-0.3939419096,29.4,5.16,99.5,27.82,86.91,-0.9099612709,-0.8870108332,1008.9,2.43,2021,6,26,6.42
6.42,86.09,25.27,4.3,-0.9245460336,-0.3810703764,29.4,5.31,99.56,28.23,84.97,-0.9191353393,-0.9099612709,1009.8,2.2,2021,6,27,5.63
5.63,84.7,25.14,2.23,-0.8489716876,-0.5284383347,28.8,6.42,99.52,28.31,86.09,-0.9245460336,-0.9191353393,1008.8,4.3,2021,6,28,4.96
4.96,85.41,25.01,1.45,-0.726574671,-0.6870875108,28.3,5.63,99.45,28.55,84.7,-0.8489716876,-0.9245460336,1008.8,2.23,2021,6,29,4.69
4.69,88.57,25.33,2.82,-0.739631095,-0.6730125135,27.9,4.96,99.43,28.13,85.41,-0.726574671,-0.8489716876,1008.5,1.45,2021,6,30,4.6
4.6,87.89,25.41,15.8,-0.6225146366,-0.7826081569,28.6,4.69,99.44,28.01,88.57,-0.739631095,-0.726574671,1008.5,2.82,2021,7,1,6.69
6.69,85.5,25.23,1.61,-0.7782431485,-0.6279630576,27.0,4.6,99.48,28.38,87.89,-0.6225146366,-0.739631095,1009.4,15.8,2021,7,2,6.03
6.03,88.04,25.94,3.51,-0.9472102777,-0.3206129906,28.4,6.69,99.42,28.5,85.5,-0.7782431485,-0.6225146366,1008.3,1.61,2021,7,3,5.38
5.38,88.93,25.54,6.35,-0.9537169507,-0.3007057995,28.9,6.03,99.43,27.66,88.04,-0.9472102777,-0.7782431485,1008.2,3.51,2021,7,4,5.06
5.06,88.17,25.16,7.18,-0.9862856015,-0.1650476059,28.2,5.38,99.35,28.18,88.93,-0.9537169507,-0.9472102777,1007.1,6.35,2021,7,5,4.05
4.05,87.46,25.4,4.8,-0.8804773535,-0.474088209,29.1,5.06,99.25,28.06,88.17,-0.9862856015,-0.9537169507,1006.6,7.18,2021,7,6,4.5
4.5,87.67,25.36,5.11,-0.8141155184,-0.5807029557,28.9,4.05,99.28,27.66,87.46,-0.8804773535,-0.9862856015,1007.4,4.8,2021,7,7,5.49
5.49,88.75,25.91,6.23,-0.8589598969,-0.5120428649,28.8,4.5,99.36,28.05,87.67,-0.8141155184,-0.8804773535,1007.5,5.11,2021,7,8,6.03
6.03,87.64,25.83,19.95,-0.9128341772,-0.4083304604,27.8,5.49,99.32,27.99,88.75,-0.8589598969,-0.8141155184,1007.3,6.23,2021,7,9,7.47
7.47,88.99,25.38,20.06,-0.9947028171,-0.1027925368,27.0,6.03,99.34,26.76,87.64,-0.9128341772,-0.8589598969,1008.3,19.95,2021,7,10,7.95
7.95,86.77,24.71,3.37,-0.98450318,-0.1753667261,27.4,7.47,99.38,27.91,88.99,-0.9947028171,-0.9128341772,1007.3,20.06,2021,7,11,6.49
6.49,88.86,24.55,4.52,-0.9884938868,-0.1512608202,28.8,7.95,99.34,27.81,86.77,-0.98450318,-0.9947028171,1007.2,3.37,2021,7,12,6.39
6.39,88.14,24.68,3.49,-0.98450318,-0.1753667261,28.9,6.49,99.34,27.53,88.86,-0.9884938868,-0.98450318,1007.6,4.52,2021,7,13,6.11
6.11,90.24,24.52,1.05,-0.9985366703,-0.05407881298,28.8,6.39,99.35,27.78,88.14,-0.98450318,-0.9884938868,1007.7,3.49,2021,7,14,5.15
5.15,88.88,24.81,1.04,-0.9854078985,-0.1702094992,29.1,6.11,99.37,28.23,90.24,-0.9985366703,-0.98450318,1007.9,1.05,2021,7,15,3.37
3.37,89.92,24.55,1.13,-0.9472102777,-0.3206129906,28.6,5.15,99.49,27.59,88.88,-0.9854078985,-0.9985366703,1008.7,1.04,2021,7,16,3.9
3.9,87.28,25.03,1.48,-1.0,0.0,29.0,3.37,99.47,28.49,89.92,-0.9472102777,-0.9854078985,1008.1,1.13,2021,7,17,4.21
4.21,89.63,25.58,2.26,-0.9979156183,-0.06453230825,28.8,3.9,99.45,27.39,87.28,-1.0,-0.9472102777,1008.3,1.48,2021,7,18,6.31
6.31,88.07,25.25,0.61,-0.9751493543,-0.2215484976,29.1,4.21,99.54,27.99,89.63,-0.9979156183,-1.0,1009.9,2.26,2021,7,19,5.73
5.73,88.77,25.26,0.25,-0.9819587127,-0.189095443,28.9,6.31,99.65,28.02,88.07,-0.9751493543,-0.9979156183,1010.9,0.61,2021,7,20,5.75
5.75,88.36,25.63,0.91,-0.9937679192,-0.1114689322,29.2,5.73,99.64,28.07,88.77,-0.9819587127,-0.9751493543,1010.4,0.25,2021,7,21,6.44
6.44,90.43,25.78,4.45,-0.9211854056,-0.3891239501,28.2,5.75,99.49,27.48,88.36,-0.9937679192,-0.9819587127,1009.0,0.91,2021,7,22,6.94
6.94,87.97,25.74,10.2,-0.8925858185,-0.4508775407,27.9,6.44,99.47,27.59,90.43,-0.9211854056,-0.9937679192,1008.7,4.45,2021,7,23,7.47
7.47,84.63,25.09,10.33,-0.8526401644,-0.5224985647,26.1,6.94,99.54,27.99,87.97,-0.8925858185,-0.9211854056,1009.4,10.2,2021,7,24,6.67
6.67,87.93,25.07,18.5,-0.940880769,-0.3387379202,27.3,7.47,99.61,27.87,84.63,-0.8526401644,-0.8925858185,1010.1,10.33,2021,7,25,5.83
5.83,86.9,24.79,12.98,-0.8894163733,-0.4570979271,25.9,6.67,99.62,27.96,87.93,-0.940880769,-0.8526401644,1010.7,18.5,2021,7,26,6.34
